anime_id,counts
32281,0.055897305541433656
5114,0.6246568378240976
28977,0.03523131672597865
9253,0.4901626842907982
9969,0.09336553126588713
32935,0.0313421453990849
11061,0.2179715302491103
820,0.022953736654804272
15335,0.06418403660396543
15417,0.064489069649212
4181,0.4538383324860193
28851,0.0011184544992374173
918,0.1264361972547026
2904,0.6162175902389425
28891,0.10104219623792578
199,0.5839857651245551
23273,0.24016268429079818
24701,0.04351804778851042
12355,0.19595831215048298
1575,0.7045754956786985
263,0.12544483985765126
44,0.1456278596847992
1,0.39422979156075244
30276,0.33995932892730046
164,0.41441281138790037
7311,0.24341637010676156
17074,0.1539908490086426
21939,0.06319267920691408
457,0.17803762074224708
2001,0.4915353329944077
245,0.2496187086934418
32983,0.0
5258,0.093467208947636
28957,0.01797153024911032
11665,0.08274021352313167
431,0.43868835790543975
11741,0.30622775800711743
31757,0.0019318759532282665
19,0.11677681748856127
12365,0.1264361972547026
1535,1.0
32366,0.002414844941535333
30654,0.07430096593797661
20583,0.1873157092018302
19647,0.05574478901881037
4282,0.12714794102694457
10379,0.09555160142348755
22135,0.058998474834773766
21329,0.04633960345704118
31043,0.2333502796136248
7785,0.05315200813421454
3297,0.026715810879511945
30709,0.009227249618708694
6114,0.07775800711743772
31240,0.15564311133706152
4565,0.07709710218607016
5300,0.11736146415861719
9989,0.431952211489578
24415,0.12460599898322318
11577,0.16545500762582613
10408,0.1767666497203864
28171,0.2031011692933401
32995,0.0
21899,0.0063294356888662934
26055,0.06970005083884087
7472,0.05490594814438231
777,0.19067107269954245
22535,0.2939501779359431
28735,0.026182003050330454
12431,0.024250127097102187
28805,0.047508896797153026
578,0.19712760549059483
16894,0.20932892730045755
5028,0.03238434163701068
21,0.0
801,0.10704117946110829
31933,0.0
5205,0.10673614641586172
17389,0.023029994916115914
170,0.06891204880528724
10162,0.17686832740213523
18617,0.01273512963904423
32182,0.08983223182511439
877,0.16174377224199288
2251,0.28139298423995934
24687,0.030604982206405694
16498,0.7520081342145399
10030,0.1566853075749873
5941,0.039527198779867816
30346,0.012328418912048805
3784,0.20338078291814946
13125,0.15937976614133198
12029,0.020843924758515507
14397,0.07791052364006101
10087,0.3615658362989324
14719,0.12714794102694457
9756,0.42834265378749364
10165,0.14806812404677172
13601,0.35607524148449415
22789,0.1697508896797153
30230,0.02206405693950178
18115,0.18502796136248092
11981,0.1137519064565328
11917,0.014590747330960854
205,0.357600406710727
32282,0.0909506863243518
6594,0.135155058464667
11979,0.07661413319776308
7655,0.026893746822572444
2246,0.048017285205897306
25835,0.06138790035587188
2921,0.0027707168276563296
136,0.14300965937976615
30503,0.17125063548551092
12531,0.11995424504321302
523,0.32404677173360447
467,0.1608795119471276
572,0.18070665988815454
19815,0.4653279105236401
2559,0.009633960345704119
392,0.17193695983731572
486,0.06481952211489578
11771,0.2928825622775801
1698,0.136934417895272
5341,0.21621759023894255
25781,0.06204880528723945
10863,0.1895017793594306
28701,0.15681240467717336
5420,0.015048296898830707
9260,0.024733096085409252
32,0.2611337061514997
4224,0.6172597864768683
2236,0.3317996949669548
2685,0.07671581087951194
31181,0.05772750381291306
45,0.20081342145399084
2418,0.13002033553634978
1365,0.03609557702084393
22297,0.19649211997966445
627,0.04239959328927301
10937,0.0
23755,0.20823589222165734
4081,0.15383833248601933
4155,0.11151499745805796
1889,0.23301982714794103
137,0.07086934417895271
139,0.07341128622267412
23317,0.03688357905439756
558,0.039527198779867816
5040,0.06873411286222673
57,0.14613624809354347
33,0.18157092018301982
5,0.1760803253685816
1842,0.037366548042704624
6336,0.021301474326385357
20651,0.022801220132180985
1210,0.2547788510421962
338,0.01797153024911032
13759,0.30205897305541435
6547,0.6909761057447891
5081,0.41148957803762076
32867,0.0
264,0.06387900355871887
12859,0.0867819013726487
853,0.4845958312150483
5460,0.026436197254702594
6746,0.4768174885612608
5690,0.07803762074224707
329,0.060116929334011186
34240,0.03929842399593289
513,0.193111337061515
6945,0.03345195729537367
1142,0.07381799694966955
6811,0.09603457041179461
16664,0.027351296390442297
1604,0.17130147432638534
22145,0.09008642602948652
2966,0.3027452974072191
31964,0.15338078291814947
19363,0.07125063548551093
18195,0.06204880528723945
9890,0.015378749364514489
9130,0.027580071174377226
9863,0.053304524656837826
7674,0.21875953228266395
11843,0.20818505338078291
16782,0.16840366039654295
28675,0.03675648195221149
3226,0.03467208947635994
21557,0.03352821555668531
31715,0.02724961870869344
43,0.2273767158108795
9617,0.12264870360955771
31051,0.013955261820030504
10153,0.011438739196746314
1033,0.054829689883070666
32188,0.019725470259278087
3091,0.08675648195221149
12115,0.0646670055922725
28223,0.2661921708185053
121,0.6362989323843417
3002,0.0771733604473818
138,0.07602948652770716
6675,0.10683782409761057
10800,0.11352313167259787
32005,0.0020081342145399084
813,0.4329435688866294
27821,0.11644636502287747
28725,0.02691916624300966
585,0.10823589222165735
16067,0.1376970005083884
30,0.44956786985256736
31490,0.002262328418912049
759,0.08924758515505847
6,0.2815709201830198
6864,0.03845958312150483
9735,0.012074224707676665
11977,0.08228266395526182
11123,0.08535841382816471
23847,0.16542958820538892
